properties{
  x = 0,
  y = 0,
  width = 320,
  height = 288,
  world = "inside",
  tileset = "cave",
  music = "cave",
}

tile{
  layer = 1,
  x = 40,
  y = 40,
  width = 240,
  height = 208,
  pattern = 2,
}

tile{
  layer = 1,
  x = 216,
  y = 64,
  width = 64,
  height = 32,
  pattern = 345,
}

tile{
  layer = 1,
  x = 16,
  y = 16,
  width = 24,
  height = 24,
  pattern = 45,
}

tile{
  layer = 1,
  x = 280,
  y = 16,
  width = 24,
  height = 24,
  pattern = 46,
}

tile{
  layer = 1,
  x = 280,
  y = 248,
  width = 24,
  height = 24,
  pattern = 48,
}

tile{
  layer = 1,
  x = 16,
  y = 248,
  width = 24,
  height = 24,
  pattern = 47,
}

tile{
  layer = 1,
  x = 280,
  y = 40,
  width = 24,
  height = 208,
  pattern = 50,
}

tile{
  layer = 1,
  x = 40,
  y = 16,
  width = 240,
  height = 24,
  pattern = 49,
}

tile{
  layer = 1,
  x = 40,
  y = 248,
  width = 240,
  height = 24,
  pattern = 52,
}

tile{
  layer = 1,
  x = 16,
  y = 40,
  width = 24,
  height = 208,
  pattern = 51,
}

tile{
  layer = 1,
  x = 40,
  y = 240,
  width = 8,
  height = 8,
  pattern = 16,
}

tile{
  layer = 1,
  x = 40,
  y = 48,
  width = 8,
  height = 192,
  pattern = 181,
}

tile{
  layer = 1,
  x = 184,
  y = 248,
  width = 16,
  height = 16,
  pattern = 294,
}

tile{
  layer = 1,
  x = 176,
  y = 248,
  width = 8,
  height = 16,
  pattern = 303,
}

tile{
  layer = 1,
  x = 200,
  y = 248,
  width = 8,
  height = 16,
  pattern = 302,
}

tile{
  layer = 1,
  x = 184,
  y = 264,
  width = 16,
  height = 32,
  pattern = 2,
}

tile{
  layer = 1,
  x = 176,
  y = 272,
  width = 8,
  height = 16,
  pattern = 71,
}

tile{
  layer = 1,
  x = 200,
  y = 272,
  width = 8,
  height = 16,
  pattern = 71,
}

tile{
  layer = 1,
  x = 272,
  y = 96,
  width = 8,
  height = 144,
  pattern = 182,
}

tile{
  layer = 1,
  x = 48,
  y = 40,
  width = 224,
  height = 8,
  pattern = 179,
}

tile{
  layer = 1,
  x = 48,
  y = 240,
  width = 224,
  height = 8,
  pattern = 180,
}

tile{
  layer = 1,
  x = 272,
  y = 240,
  width = 8,
  height = 8,
  pattern = 17,
}

tile{
  layer = 1,
  x = 40,
  y = 40,
  width = 8,
  height = 8,
  pattern = 14,
}

tile{
  layer = 1,
  x = 160,
  y = 56,
  width = 32,
  height = 32,
  pattern = 345,
}

tile{
  layer = 1,
  x = 176,
  y = 72,
  width = 32,
  height = 32,
  pattern = 345,
}

tile{
  layer = 1,
  x = 272,
  y = 40,
  width = 8,
  height = 8,
  pattern = 15,
}

tile{
  layer = 1,
  x = 272,
  y = 48,
  width = 8,
  height = 16,
  pattern = 182,
}

tile{
  layer = 1,
  x = 264,
  y = 64,
  width = 16,
  height = 32,
  pattern = 323,
}

tile{
  layer = 1,
  x = 64,
  y = 120,
  width = 48,
  height = 48,
  pattern = 345,
}

tile{
  layer = 1,
  x = 216,
  y = 64,
  width = 8,
  height = 8,
  pattern = 328,
}

tile{
  layer = 1,
  x = 160,
  y = 56,
  width = 8,
  height = 8,
  pattern = 328,
}

tile{
  layer = 1,
  x = 64,
  y = 120,
  width = 8,
  height = 8,
  pattern = 328,
}

tile{
  layer = 1,
  x = 104,
  y = 120,
  width = 8,
  height = 8,
  pattern = 331,
}

tile{
  layer = 1,
  x = 184,
  y = 56,
  width = 8,
  height = 8,
  pattern = 331,
}

tile{
  layer = 1,
  x = 200,
  y = 72,
  width = 8,
  height = 8,
  pattern = 331,
}

tile{
  layer = 1,
  x = 200,
  y = 96,
  width = 8,
  height = 8,
  pattern = 330,
}

tile{
  layer = 1,
  x = 104,
  y = 160,
  width = 8,
  height = 8,
  pattern = 330,
}

tile{
  layer = 1,
  x = 64,
  y = 160,
  width = 8,
  height = 8,
  pattern = 329,
}

tile{
  layer = 1,
  x = 160,
  y = 80,
  width = 8,
  height = 8,
  pattern = 329,
}

tile{
  layer = 1,
  x = 176,
  y = 96,
  width = 8,
  height = 8,
  pattern = 329,
}

tile{
  layer = 1,
  x = 216,
  y = 88,
  width = 8,
  height = 8,
  pattern = 329,
}

tile{
  layer = 1,
  x = 168,
  y = 56,
  width = 16,
  height = 8,
  pattern = 332,
}

tile{
  layer = 1,
  x = 224,
  y = 64,
  width = 56,
  height = 8,
  pattern = 332,
}

tile{
  layer = 1,
  x = 72,
  y = 120,
  width = 32,
  height = 8,
  pattern = 332,
}

tile{
  layer = 1,
  x = 160,
  y = 64,
  width = 8,
  height = 16,
  pattern = 333,
}

tile{
  layer = 1,
  x = 216,
  y = 72,
  width = 8,
  height = 16,
  pattern = 333,
}

tile{
  layer = 1,
  x = 64,
  y = 128,
  width = 8,
  height = 32,
  pattern = 333,
}

tile{
  layer = 1,
  x = 72,
  y = 160,
  width = 32,
  height = 8,
  pattern = 334,
}

tile{
  layer = 1,
  x = 184,
  y = 96,
  width = 16,
  height = 8,
  pattern = 334,
}

tile{
  layer = 1,
  x = 168,
  y = 80,
  width = 8,
  height = 8,
  pattern = 334,
}

tile{
  layer = 1,
  x = 224,
  y = 88,
  width = 56,
  height = 8,
  pattern = 334,
}

tile{
  layer = 1,
  x = 176,
  y = 88,
  width = 8,
  height = 8,
  pattern = 333,
}

tile{
  layer = 1,
  x = 192,
  y = 72,
  width = 8,
  height = 8,
  pattern = 332,
}

tile{
  layer = 1,
  x = 104,
  y = 128,
  width = 8,
  height = 32,
  pattern = 335,
}

tile{
  layer = 1,
  x = 200,
  y = 80,
  width = 8,
  height = 16,
  pattern = 335,
}

tile{
  layer = 1,
  x = 184,
  y = 64,
  width = 8,
  height = 8,
  pattern = 335,
}

tile{
  layer = 1,
  x = 176,
  y = 80,
  width = 8,
  height = 8,
  pattern = 337,
}

tile{
  layer = 1,
  x = 184,
  y = 72,
  width = 8,
  height = 8,
  pattern = 339,
}

tile{
  layer = 1,
  x = 192,
  y = 160,
  width = 16,
  height = 48,
  pattern = 345,
}

tile{
  layer = 1,
  x = 192,
